Node Results
Node Index, r, noise, fixpoint, bias
1,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
2,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
3,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
4,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
5,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
6,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
7,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
8,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
9,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
10,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
11,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
12,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
13,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
14,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
15,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
16,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
17,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
18,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
19,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
20,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
21,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
22,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
23,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
24,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
25,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
26,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
27,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
28,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
29,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
30,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
31,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
32,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
33,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
34,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
35,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
36,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
37,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
38,9.000000000000000,1.000000000000000,.000000000000000,.000000000000000
